case_name,dataset_split,water_height_m,obstacle_height_m,obstacle_front_x_m,obstacle_width_m,end_time_s,field_write_interval_s,metric_write_interval_s,run_status,final_time_s,mesh_ok,n_pressure_samples_status,n_area_average_samples,n_maximum_samples,peak_area_average_p_rgh_Pa,time_peak_area_average_p_rgh_s,peak_maximum_p_rgh_Pa,time_peak_maximum_p_rgh_s,peak_area_average_alpha_water,time_peak_area_average_alpha_water_s,peak_maximum_alpha_water,time_peak_maximum_alpha_water_s,first_local_wetting_time_s,first_distributed_wetting_time_s,local_wetting_duration_s,distributed_wetting_duration_s,area_average_pressure_impulse_Pa_s,maximum_pressure_impulse_Pa_s,final_area_average_p_rgh_Pa,final_maximum_p_rgh_Pa,final_area_average_alpha_water,final_maximum_alpha_water
surrGrid_H0340_obsH0030_x0220,training_grid,0.34,0.03,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2506.591,0.26,3517.457,0.1,0.9995874,1.5,1.0,0.095,0.085,0.14,1.415,1.3599999999999999,1121.6935430150002,1853.6565350800013,871.6592,1196.847,0.9995874,1.0
surrGrid_H0340_obsH0030_x0250,training_grid,0.34,0.03,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1639.58,0.745,5567.806,0.37,0.9999885,1.06,1.0,0.11,0.105,0.165,1.395,1.335,1252.7965477799999,2054.9352157774993,849.6392,933.843,0.9973396,1.0
surrGrid_H0340_obsH0030_x0275,training_grid,0.34,0.03,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,10889.32,0.305,16738.75,0.305,0.9999983,0.555,1.0,0.125,0.12,0.185,1.38,1.315,1297.7074855299995,2428.2370987275003,968.75,1195.387,0.9785173,1.0
surrGrid_H0340_obsH0030_x0292,training_grid,0.34,0.03,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3260.3,0.31,4693.411,0.135,0.9999909,0.785,1.0,0.135,0.13,0.205,1.37,1.295,1273.0846364974993,2365.7567809075003,998.8444,1212.502,0.9890594,1.0
surrGrid_H0340_obsH0030_x0320,training_grid,0.34,0.03,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2659.64,0.31,5179.104,0.15,0.9999975,0.835,1.0,0.15,0.14,0.225,1.3599999999999999,1.275,1252.5672223775007,2284.3653918674995,863.6169,1214.674,0.9925382,1.0
surrGrid_H0340_obsH0030_x0350,training_grid,0.34,0.03,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2803.392,0.305,5517.401,0.165,0.9998743,1.32,1.0,0.165,0.16,0.26,1.34,1.24,1230.7146158750013,2221.2289759350006,862.8736,1466.465,0.9945455,1.0
surrGrid_H0340_obsH0030_x0380,training_grid,0.34,0.03,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3848.154,0.305,6126.806,0.18,0.999696,1.46,1.0,0.18,0.175,0.295,1.325,1.205,1199.1781550225,2182.2902297449987,957.6734,1489.203,0.999612,1.0
surrGrid_H0340_obsH0036_x0220,training_grid,0.34,0.036,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1443.213,0.725,3883.344,0.1,0.9979155,1.5,1.0,0.095,0.085,0.145,1.415,1.355,1146.0921779499995,1884.9662435225,921.9,1210.745,0.9979155,1.0
surrGrid_H0340_obsH0036_x0250,training_grid,0.34,0.036,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,10740.13,0.305,16975.27,0.305,0.9999936,0.855,1.0,0.11,0.105,0.175,1.395,1.325,1321.8382743525003,2331.45017408,971.6736,1036.446,0.9997782,1.0
surrGrid_H0340_obsH0036_x0275,training_grid,0.34,0.036,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,9700.024,0.31,13949.16,0.31,0.9999842,0.6,1.0,0.125,0.12,0.2,1.38,1.3,1325.7491712449987,2413.9892572050007,984.0294,1161.744,0.9998184,1.0
surrGrid_H0340_obsH0036_x0292,training_grid,0.34,0.036,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,10474.1,0.315,13996.44,0.315,0.9999874,0.76,1.0,0.135,0.13,0.225,1.37,1.275,1303.1283856825007,2429.3639698900006,1110.691,1218.711,0.9798723,1.0
surrGrid_H0340_obsH0036_x0320,training_grid,0.34,0.036,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1723.494,0.645,5256.106,0.145,0.9999209,0.855,1.0,0.15,0.14,0.265,1.3599999999999999,1.2349999999999999,1241.8098348925002,2302.8024984000012,860.6221,1130.07,0.9848519,1.0
surrGrid_H0340_obsH0036_x0350,training_grid,0.34,0.036,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1732.176,0.17,5524.198,0.165,0.9999953,1.28,1.0,0.165,0.16,0.465,1.34,1.035,1200.1103376899994,2198.483692824999,881.1568,1325.136,0.9995689,1.0
surrGrid_H0340_obsH0036_x0380,training_grid,0.34,0.036,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,6384.01,0.315,7667.298,0.315,0.9994118,1.435,1.0,0.18,0.175,0.465,1.325,1.035,1228.7316405610004,2163.9663455649993,889.8011,1273.797,0.9988927,1.0
surrGrid_H0340_obsH0042_x0220,training_grid,0.34,0.042,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1475.775,0.105,4157.23,0.105,0.9741438,0.9,1.0,0.095,0.085,0.155,1.415,1.345,1186.2215438950002,1961.7026341425,920.2359,1114.259,0.9678531,1.0
surrGrid_H0340_obsH0042_x0250,training_grid,0.34,0.042,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5525.977,0.31,7908.479,0.31,0.9999453,0.86,1.0,0.11,0.105,0.185,1.395,1.315,1333.5730380149998,2380.4754136674997,953.1302,1039.88,0.9980377,1.0
surrGrid_H0340_obsH0042_x0275,training_grid,0.34,0.042,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1988.434,0.705,4506.851,0.135,0.9999757,0.665,1.0,0.125,0.12,0.22,1.38,1.28,1291.5823361550008,2335.3407364075006,969.2165,1060.282,0.9958947,1.0
surrGrid_H0340_obsH0042_x0292,training_grid,0.34,0.042,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1567.319,0.145,4679.777,0.135,0.9999919,0.81,1.0,0.135,0.13,0.255,1.37,1.245,1263.6219382800007,2305.995386915,899.4558,1133.913,0.9958398,1.0
surrGrid_H0340_obsH0042_x0320,training_grid,0.34,0.042,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,7781.209,0.325,9784.486,0.325,0.9999665,1.125,1.0,0.15,0.14,0.48,1.3599999999999999,1.02,1270.4483548224991,2288.9577974025015,921.4534,1177.645,0.9990045,1.0
surrGrid_H0340_obsH0042_x0350,training_grid,0.34,0.042,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2101.883,0.33,5523.636,0.16,0.9999594,1.085,1.0,0.165,0.16,0.49,1.34,1.01,1186.3806230750001,2196.0006866800013,944.3751,1453.409,0.998916,1.0
surrGrid_H0340_obsH0042_x0380,training_grid,0.34,0.042,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2976.598,0.765,5992.746,0.175,0.9996768,1.345,1.0,0.18,0.175,0.49,1.325,1.01,1172.9469735055002,2059.0491081150008,889.8755,1355.944,0.9956433,1.0
surrGrid_H0340_obsH0048_x0220,training_grid,0.34,0.048,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1594.596,0.11,4296.053,0.105,0.9967342,1.055,1.0,0.095,0.085,0.16,1.415,1.34,1280.083446575,2022.7904738725001,850.3214,1004.268,0.9880577,1.0
surrGrid_H0340_obsH0048_x0250,training_grid,0.34,0.048,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2473.147,0.315,4532.137,0.125,0.9999336,0.93,1.0,0.11,0.105,0.195,1.395,1.305,1340.41013967,2364.606785315001,886.2169,947.8661,0.9984559,1.0
surrGrid_H0340_obsH0048_x0275,training_grid,0.34,0.048,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1653.258,0.15,4681.316,0.14,0.9999298,0.9,1.0,0.125,0.12,0.245,1.38,1.255,1304.9397115925021,2302.6357993100037,980.5698,1038.058,0.9527215,1.0
surrGrid_H0340_obsH0048_x0292,training_grid,0.34,0.048,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4684.855,0.33,5773.869,0.33,0.9999159,0.81,1.0,0.135,0.13,0.455,1.37,1.045,1285.1216254750009,2272.2271043925007,890.9638,1097.332,0.9923248,1.0
surrGrid_H0340_obsH0048_x0320,training_grid,0.34,0.048,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,6168.367,0.335,7763.552,0.335,0.9999104,1.39,1.0,0.15,0.14,0.505,1.3599999999999999,0.995,1274.9310689074998,2265.3826424950007,938.3763,1144.355,0.9994623,1.0
surrGrid_H0340_obsH0048_x0350,training_grid,0.34,0.048,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5899.238,0.34,7164.289,0.34,0.9999745,1.125,1.0,0.165,0.16,0.52,1.34,0.98,1215.0398719475002,2180.6589551849984,898.7033,1255.619,0.9986336,1.0
surrGrid_H0340_obsH0048_x0380,training_grid,0.34,0.048,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4488.001,0.34,6005.193,0.175,0.9997622,1.2,1.0,0.18,0.175,0.525,1.325,0.975,1161.7275193874996,2079.6841964349996,932.5761,1545.964,0.9658657,1.0
surrGrid_H0340_obsH0060_x0220,training_grid,0.34,0.06,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1814.636,0.115,4721.192,0.11,0.998968,0.795,1.0,0.095,0.085,0.175,1.415,1.325,1338.3360080700002,2213.242694512502,833.1256,976.2615,0.9977491,1.0
surrGrid_H0340_obsH0060_x0250,training_grid,0.34,0.06,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1844.056,0.14,4847.441,0.13,0.9999533,0.8,1.0,0.11,0.105,0.215,1.395,1.285,1332.0238080624988,2322.1141006,868.6158,950.7789,0.999545,1.0
surrGrid_H0340_obsH0060_x0275,training_grid,0.34,0.06,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,7956.436,0.335,10618.06,0.335,0.9998637,1.095,1.0,0.125,0.12,0.45,1.38,1.05,1318.0661284299986,2287.805796394998,911.5812,1075.26,0.9717052,1.0
surrGrid_H0340_obsH0060_x0292,training_grid,0.34,0.06,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3249.851,0.345,4985.233,0.16,0.9998976,1.13,1.0,0.135,0.13,0.485,1.37,1.0150000000000001,1259.5534700324993,2214.843857429999,737.2029,1120.055,0.9722569,1.0
surrGrid_H0340_obsH0060_x0320,training_grid,0.34,0.06,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1977.51,0.595,5202.66,0.15,0.9999144,1.25,1.0,0.15,0.14,0.51,1.3599999999999999,0.99,1233.2832136125,2225.180138057498,802.0179,1004.71,0.9999076,1.0
surrGrid_H0340_obsH0060_x0350,training_grid,0.34,0.06,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5147.853,0.365,6478.149,0.365,0.9983561,1.43,1.0,0.165,0.16,0.535,1.34,0.965,1200.2307557475008,2228.856550189999,922.2571,1109.958,0.9960332,1.0
surrGrid_H0340_obsH0060_x0380,training_grid,0.34,0.06,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1888.878,0.2,6020.57,0.175,0.9982986,1.18,1.0,0.18,0.175,0.56,1.325,0.94,1126.7500460489998,2100.6507290575014,902.7012,1195.213,0.9510874,1.0
surrGrid_H0340_obsH0066_x0220,training_grid,0.34,0.066,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5770.808,0.315,8502.826,0.315,0.9995968,1.5,1.0,0.095,0.085,0.18,1.415,1.32,1367.2414924575003,2325.780325187499,789.2761,984.2699,0.9995968,1.0
surrGrid_H0340_obsH0066_x0250,training_grid,0.34,0.066,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1967.613,0.14,5032.726,0.135,0.9993206,0.83,1.0,0.11,0.105,0.235,1.395,1.2650000000000001,1335.3649101274998,2346.888001397502,900.6063,1025.069,0.979366,1.0
surrGrid_H0340_obsH0066_x0275,training_grid,0.34,0.066,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1931.753,0.16,5086.32,0.15,0.9995857,0.815,1.0,0.125,0.12,0.455,1.38,1.045,1287.9626254874993,2268.1331394599997,833.0178,1088.531,0.995227,1.0
surrGrid_H0340_obsH0066_x0292,training_grid,0.34,0.066,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1912.841,0.17,5110.471,0.16,0.9993716,0.815,1.0,0.135,0.13,0.485,1.37,1.0150000000000001,1233.892613062501,2245.8462791425004,747.1172,998.8869,0.9916522,1.0
surrGrid_H0340_obsH0066_x0320,training_grid,0.34,0.066,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3710.511,0.37,5199.851,0.17,0.9947389,1.27,1.0,0.15,0.14,0.505,1.3599999999999999,0.995,1211.3005538575007,2304.6708496374995,815.7166,981.1297,0.9564215,1.0
surrGrid_H0340_obsH0066_x0350,training_grid,0.34,0.066,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4529.228,0.38,5674.121,0.38,0.9998903,1.225,1.0,0.165,0.16,0.53,1.34,0.97,1144.8439774349997,2147.1209267,902.7958,979.2535,0.9420888,1.0
surrGrid_H0340_obsH0066_x0380,training_grid,0.34,0.066,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2674.352,0.785,7740.422,0.785,0.9968443,1.04,1.0,0.18,0.175,0.56,1.325,0.94,1175.1125224110008,2100.5047232575,913.3226,1112.36,0.9567724,1.0
surrGrid_H0340_obsH0072_x0220,training_grid,0.34,0.072,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2033.784,0.12,5127.685,0.12,0.9992231,0.84,1.0,0.095,0.085,0.185,1.415,1.315,1395.1406549974997,2389.3133775124966,871.0441,1023.102,0.9895286,1.0
surrGrid_H0340_obsH0072_x0250,training_grid,0.34,0.072,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2052.74,0.14,5184.686,0.135,0.9993017,0.835,1.0,0.11,0.105,0.26,1.395,1.24,1331.083532617501,2342.2979424599994,902.2207,1079.097,0.9644301,1.0
surrGrid_H0340_obsH0072_x0275,training_grid,0.34,0.072,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2007.905,0.155,5202.165,0.155,0.9990903,0.875,1.0,0.125,0.12,0.455,1.38,1.045,1287.755728590001,2289.0866102524965,792.6098,1060.634,0.9986231,1.0
surrGrid_H0340_obsH0072_x0292,training_grid,0.34,0.072,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2153.688,0.37,5201.108,0.165,0.9952396,1.26,1.0,0.135,0.13,0.475,1.37,1.025,1249.0848527224998,2266.6678658175015,704.4155,884.9035,0.9823858,1.0
surrGrid_H0340_obsH0072_x0320,training_grid,0.34,0.072,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1989.267,0.385,5248.523,0.175,0.999799,1.185,1.0,0.15,0.14,0.495,1.3599999999999999,1.005,1157.0324602500002,2124.913198747501,806.1157,1001.907,0.9718881,1.0
surrGrid_H0340_obsH0072_x0350,training_grid,0.34,0.072,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2510.231,0.785,7114.043,0.785,0.9857665,0.8,1.0,0.165,0.16,0.52,1.34,0.98,1167.6462704100002,2188.2835458475006,1009.889,1089.271,0.9659446,1.0
surrGrid_H0340_obsH0072_x0380,training_grid,0.34,0.072,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4300.512,0.78,9305.909,0.78,0.9783223,1.48,1.0,0.18,0.175,0.555,1.325,0.945,1116.4218261914984,2066.0165406599995,857.6822,1208.341,0.9740629,1.0
surrGrid_H0365_obsH0030_x0220,training_grid,0.365,0.03,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1727.591,0.26,3528.855,0.1,0.9998736,1.5,1.0,0.095,0.085,0.14,1.415,1.3599999999999999,1203.9605261450008,2052.8204695649993,954.6466,1334.551,0.9998736,1.0
surrGrid_H0365_obsH0030_x0250,training_grid,0.365,0.03,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,6941.515,0.3,9973.958,0.3,0.9999982,1.11,1.0,0.11,0.105,0.165,1.395,1.335,1349.1205998150008,2258.381912355001,911.6833,1028.724,0.9868401,1.0
surrGrid_H0365_obsH0030_x0275,training_grid,0.365,0.03,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2236.931,0.305,5005.662,0.42,0.9999991,0.81,1.0,0.125,0.12,0.185,1.38,1.315,1378.86478988,2535.7781007,920.7132,1162.711,0.9952629,1.0
surrGrid_H0365_obsH0030_x0292,training_grid,0.365,0.03,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,9697.979,0.305,13837.16,0.305,0.9999967,0.61,1.0,0.135,0.13,0.2,1.37,1.3,1401.0563363249994,2554.0830171349994,942.2181,1226.421,0.9961282,1.0
surrGrid_H0365_obsH0030_x0320,training_grid,0.365,0.03,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,10089.85,0.305,13265.14,0.305,0.9999865,0.7,1.0,0.15,0.14,0.225,1.3599999999999999,1.275,1375.1665219774986,2489.2320109750017,975.1507,1403.436,0.994679,1.0
surrGrid_H0365_obsH0030_x0350,training_grid,0.365,0.03,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4373.009,0.305,5767.782,0.165,0.9989921,0.675,1.0,0.165,0.16,0.25,1.34,1.25,1316.7719318425006,2454.6333493624993,958.2936,1649.579,0.9900642,1.0
surrGrid_H0365_obsH0030_x0380,training_grid,0.365,0.03,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,8030.479,0.3,9463.53,0.3,0.9994656,0.96,1.0,0.18,0.175,0.285,1.325,1.215,1296.8328925199996,2404.4379654875033,1141.118,1766.446,0.9987591,1.0
surrGrid_H0365_obsH0036_x0220,training_grid,0.365,0.036,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2428.132,0.275,3893.124,0.1,0.9994086,1.47,1.0,0.095,0.085,0.145,1.415,1.355,1236.636271355001,2011.374821657499,913.4302,1235.312,0.9994079,1.0
surrGrid_H0365_obsH0036_x0250,training_grid,0.365,0.036,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2021.694,0.305,6860.281,0.4,0.9999834,0.735,1.0,0.11,0.105,0.17,1.395,1.33,1358.0194768699996,2406.356384174999,887.0176,1094.218,0.999968,1.0
surrGrid_H0365_obsH0036_x0275,training_grid,0.365,0.036,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1761.974,0.31,4442.817,0.13,0.9999848,0.595,1.0,0.125,0.12,0.2,1.38,1.3,1391.9796120524995,2563.683567422501,1074.736,1155.056,0.9952422,1.0
surrGrid_H0365_obsH0036_x0292,training_grid,0.365,0.036,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,9824.963,0.31,13362.18,0.31,0.9999961,0.85,1.0,0.135,0.13,0.22,1.37,1.28,1409.0278661699997,2574.7364193324997,973.2537,1260.696,0.998404,1.0
surrGrid_H0365_obsH0036_x0320,training_grid,0.365,0.036,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1864.181,0.655,5228.183,0.15,0.9999966,1.135,1.0,0.15,0.14,0.255,1.3599999999999999,1.245,1332.9227446250004,2459.4575394799995,892.6862,1213.202,0.9870522,1.0
surrGrid_H0365_obsH0036_x0350,training_grid,0.365,0.036,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2347.479,0.315,5707.374,0.165,0.9999454,1.32,1.0,0.165,0.16,0.445,1.34,1.055,1308.8031278474998,2385.8953676250007,954.1812,1419.086,0.9774076,1.0
surrGrid_H0365_obsH0036_x0380,training_grid,0.365,0.036,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,7975.14,0.31,9527.517,0.31,0.9992748,1.44,1.0,0.18,0.175,0.445,1.325,1.055,1299.988916302499,2330.883864887502,964.0411,1350.151,0.9991819,1.0
surrGrid_H0365_obsH0042_x0220,training_grid,0.365,0.042,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2752.767,0.29,4161.481,0.105,0.9967528,1.195,1.0,0.095,0.085,0.155,1.415,1.345,1298.6483631875008,2133.1662336524987,989.8095,1161.61,0.9872991,1.0
surrGrid_H0365_obsH0042_x0250,training_grid,0.365,0.042,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,12454.25,0.305,19100.8,0.305,0.9999638,0.605,1.0,0.11,0.105,0.18,1.395,1.32,1440.3258730675,2634.3748314900026,899.4085,999.1216,0.9528494,1.0
surrGrid_H0365_obsH0042_x0275,training_grid,0.365,0.042,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1648.235,0.31,4537.561,0.135,0.9999906,0.74,1.0,0.125,0.12,0.215,1.38,1.285,1420.3685914500006,2601.2048301624986,1003.4,1107.559,0.9889375,1.0
surrGrid_H0365_obsH0042_x0292,training_grid,0.365,0.042,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2313.279,0.745,4934.241,0.745,0.9999305,0.645,1.0,0.135,0.13,0.245,1.37,1.255,1335.7298592175005,2489.8191681374988,983.7612,1210.935,0.9888846,1.0
surrGrid_H0365_obsH0042_x0320,training_grid,0.365,0.042,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5834.759,0.32,7025.534,0.32,0.9994328,0.69,1.0,0.15,0.14,0.46,1.3599999999999999,1.04,1347.4591215424998,2493.334246907501,940.7838,1216.475,0.9940881,1.0
surrGrid_H0365_obsH0042_x0350,training_grid,0.365,0.042,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2259.256,0.595,5626.352,0.165,0.9999715,1.12,1.0,0.165,0.16,0.47,1.34,1.03,1269.4279171725002,2375.8500202475007,985.1042,1308.218,0.9907402,1.0
surrGrid_H0365_obsH0042_x0380,training_grid,0.365,0.042,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4294.702,0.32,6073.89,0.175,0.9996774,1.5,1.0,0.18,0.175,0.47,1.325,1.03,1271.991839544999,2248.8669070324986,925.5928,1452.924,0.9996774,1.0
surrGrid_H0365_obsH0048_x0220,training_grid,0.365,0.048,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3202.472,0.305,4304.346,0.105,0.997138,1.5,1.0,0.095,0.085,0.16,1.415,1.34,1348.9719536674995,2103.67873541,913.9815,1028.775,0.997138,1.0
surrGrid_H0365_obsH0048_x0250,training_grid,0.365,0.048,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3772.44,0.31,4695.771,0.445,0.9999378,0.845,1.0,0.11,0.105,0.19,1.395,1.31,1437.567410564999,2574.357032392504,1003.779,1109.336,0.9921454,1.0
surrGrid_H0365_obsH0048_x0275,training_grid,0.365,0.048,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2226.602,0.715,4722.706,0.14,0.999896,0.62,1.0,0.125,0.12,0.235,1.38,1.2650000000000001,1360.0575563475,2567.4282778849993,1069.047,1163.047,0.9899084,1.0
surrGrid_H0365_obsH0048_x0292,training_grid,0.365,0.048,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2102.866,0.325,4836.857,0.15,0.9998331,0.77,1.0,0.135,0.13,0.295,1.37,1.205,1352.6192056475002,2467.5642333699993,923.6299,1152.536,0.9733109,1.0
surrGrid_H0365_obsH0048_x0320,training_grid,0.365,0.048,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1805.422,0.825,5284.181,0.145,0.9992362,1.025,1.0,0.15,0.14,0.485,1.3599999999999999,1.0150000000000001,1318.0838669100003,2436.6847918850003,1005.137,1299.756,0.9839742,1.0
surrGrid_H0365_obsH0048_x0350,training_grid,0.365,0.048,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3070.245,0.755,5767.995,0.165,0.9999587,1.37,1.0,0.165,0.16,0.495,1.34,1.005,1269.936734865,2347.4886012774996,981.1136,1550.925,0.996548,1.0
surrGrid_H0365_obsH0048_x0380,training_grid,0.365,0.048,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2530.651,0.795,6080.786,0.175,0.9997049,1.235,1.0,0.18,0.175,0.495,1.325,1.005,1245.854246845,2233.601136377499,901.7109,1439.726,0.9846716,1.0
surrGrid_H0365_obsH0060_x0220,training_grid,0.365,0.06,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1979.024,0.31,7517.389,0.405,0.999314,0.84,1.0,0.095,0.085,0.17,1.415,1.33,1446.3257984375005,2445.382853400001,962.5129,1067.709,0.9726323,1.0
surrGrid_H0365_obsH0060_x0250,training_grid,0.365,0.06,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,11094.1,0.315,15821.73,0.315,0.9998997,0.68,1.0,0.11,0.105,0.21,1.395,1.29,1493.1852991050002,2609.9486259425025,933.8173,994.3206,0.9963026,1.0
surrGrid_H0365_obsH0060_x0275,training_grid,0.365,0.06,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2308.66,0.76,5022.074,0.145,0.9999373,0.87,1.0,0.125,0.12,0.455,1.38,1.045,1393.5222833574996,2449.8287689275007,1040.201,1103.448,0.981584,1.0
surrGrid_H0365_obsH0060_x0292,training_grid,0.365,0.06,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2582.422,0.575,5919.258,0.765,0.9986488,0.885,1.0,0.135,0.13,0.495,1.37,1.005,1362.2268058824998,2383.6837275374987,896.7086,1122.507,0.9821252,1.0
surrGrid_H0365_obsH0060_x0320,training_grid,0.365,0.06,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,8173.358,0.345,10267.16,0.345,0.999962,1.41,1.0,0.15,0.14,0.52,1.3599999999999999,0.98,1352.3287540974998,2389.310224767501,956.4978,1138.205,0.9990014,1.0
surrGrid_H0365_obsH0060_x0350,training_grid,0.365,0.06,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2269.216,0.355,5718.809,0.165,0.9999544,1.425,1.0,0.165,0.16,0.545,1.34,0.955,1272.7660570750006,2295.5736496450004,1016.026,1286.041,0.9996907,1.0
surrGrid_H0365_obsH0060_x0380,training_grid,0.365,0.06,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5165.389,0.355,6803.482,0.785,0.9935865,1.25,1.0,0.18,0.17,0.56,1.33,0.94,1218.0719775099997,2277.539530662499,844.7587,1240.131,0.9470762,1.0
surrGrid_H0365_obsH0066_x0220,training_grid,0.365,0.066,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,7544.733,0.31,11270.4,0.31,0.9993105,0.81,1.0,0.095,0.085,0.175,1.415,1.325,1475.385242917501,2499.112218905001,911.0472,1017.494,0.9978626,1.0
