case_name,dataset_split,water_height_m,obstacle_height_m,obstacle_front_x_m,obstacle_width_m,end_time_s,field_write_interval_s,metric_write_interval_s,run_status,final_time_s,mesh_ok,n_pressure_samples_status,n_area_average_samples,n_maximum_samples,peak_area_average_p_rgh_Pa,time_peak_area_average_p_rgh_s,peak_maximum_p_rgh_Pa,time_peak_maximum_p_rgh_s,peak_area_average_alpha_water,time_peak_area_average_alpha_water_s,peak_maximum_alpha_water,time_peak_maximum_alpha_water_s,first_local_wetting_time_s,first_distributed_wetting_time_s,local_wetting_duration_s,distributed_wetting_duration_s,area_average_pressure_impulse_Pa_s,maximum_pressure_impulse_Pa_s,final_area_average_p_rgh_Pa,final_maximum_p_rgh_Pa,final_area_average_alpha_water,final_maximum_alpha_water
surrGrid_H0250_obsH0048_x0320,training_grid,0.25,0.048,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3391.749,0.4,4778.837,0.15,0.9999474,0.805,1.0,0.15,0.145,0.495,1.355,1.005,894.8865563215002,1648.8401114,726.5141,863.2059,0.892944,1.0
surrGrid_H0250_obsH0048_x0350,training_grid,0.25,0.048,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3440.809,0.405,4884.54,0.165,0.9999521,0.9,1.0,0.165,0.16,0.515,1.34,0.985,858.0202079532501,1579.0493333185,744.8665,877.2695,0.7637977,1.0
surrGrid_H0250_obsH0048_x0380,training_grid,0.25,0.048,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1515.718,0.405,5077.47,0.18,0.9997897,0.82,1.0,0.18,0.175,0.53,1.325,0.97,843.96883552725,1454.5054184534997,711.1495,898.0742,0.9751093,1.0
surrGrid_H0250_obsH0060_x0220,training_grid,0.25,0.06,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3164.147,0.355,4622.315,0.355,0.9992408,1.04,1.0,0.095,0.085,0.19,1.415,1.31,1028.1512566050005,1619.378154512499,638.1271,733.7854,0.9793475,1.0
surrGrid_H0250_obsH0060_x0250,training_grid,0.25,0.06,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3881.392,0.385,5417.945,0.385,0.9991824,0.75,1.0,0.11,0.105,0.305,1.395,1.195,1035.713242055,1840.6136281774986,619.5358,791.9929,0.9782399,1.0
surrGrid_H0250_obsH0060_x0275,training_grid,0.25,0.06,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2207.175,0.42,4293.644,0.145,0.9989145,0.73,1.0,0.125,0.12,0.4,1.38,1.1,955.5064341669995,1764.640984215,582.041,755.3798,0.9092793,1.0
surrGrid_H0250_obsH0060_x0292,training_grid,0.25,0.06,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1522.594,0.16,4329.239,0.135,0.9995929,0.74,1.0,0.135,0.13,0.525,1.37,0.975,887.241475514,1720.039585069998,667.6748,821.7549,0.928246,1.0
surrGrid_H0250_obsH0060_x0320,training_grid,0.25,0.06,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3827.616,0.46,5218.598,0.46,0.9980656,0.725,1.0,0.15,0.145,0.55,1.355,0.95,850.6758058545008,1682.4268594024998,667.8593,873.2812,0.8857748,1.0
surrGrid_H0250_obsH0060_x0350,training_grid,0.25,0.06,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2501.248,0.47,4928.115,0.165,0.998248,0.745,1.0,0.165,0.16,0.56,1.34,0.94,798.9725330479998,1597.6789163775,578.7054,1049.794,0.7604741,1.0
surrGrid_H0250_obsH0060_x0380,training_grid,0.25,0.06,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1885.663,0.475,5123.113,0.18,0.9873114,0.91,1.0,0.18,0.175,0.565,1.325,0.935,808.56510686925,1619.2863705759987,500.4271,850.9454,0.7577756,1.0
surrGrid_H0250_obsH0066_x0220,training_grid,0.25,0.066,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3181.795,0.365,4695.997,0.365,0.9991375,1.02,1.0,0.095,0.085,0.205,1.415,1.295,1036.7307886575002,1623.7430841450014,607.5368,769.4837,0.9014311,1.0
surrGrid_H0250_obsH0066_x0250,training_grid,0.25,0.066,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3044.249,0.405,4443.963,0.135,0.9986604,0.8,1.0,0.11,0.105,0.335,1.395,1.165,1028.6866241425002,1781.2811061099985,513.4735,784.0169,0.7572823,1.0
surrGrid_H0250_obsH0066_x0275,training_grid,0.25,0.066,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2502.339,0.45,4320.488,0.15,0.9986905,0.785,1.0,0.125,0.12,0.41,1.38,1.09,959.8880583024998,1614.9873920674995,624.8548,770.6719,0.9632684,1.0
surrGrid_H0250_obsH0066_x0292,training_grid,0.25,0.066,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2737.46,0.475,4346.045,0.135,0.9990523,0.74,1.0,0.135,0.13,0.44,1.37,1.06,898.5348910552505,1665.5186396899985,647.0855,853.4413,0.9197437,1.0
surrGrid_H0250_obsH0066_x0320,training_grid,0.25,0.066,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1522.659,0.5,4774.232,0.15,0.9984542,0.735,1.0,0.15,0.145,0.475,1.355,1.025,822.8262504432503,1634.8769910974997,464.0513,878.0737,0.6662941,1.0
surrGrid_H0250_obsH0066_x0350,training_grid,0.25,0.066,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3242.673,0.615,4936.807,0.165,0.9675849,0.82,1.0,0.165,0.16,0.61,1.34,0.89,803.676558509999,1660.005037590001,579.9826,1057.6,0.7212573,1.0
surrGrid_H0250_obsH0066_x0380,training_grid,0.25,0.066,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1497.431,0.52,5126.37,0.18,0.9821991,0.89,1.0,0.18,0.175,0.615,1.325,0.7849999999999999,746.4388781882495,1573.421375851251,299.0844,851.0524,0.4941076,1.0
surrGrid_H0250_obsH0072_x0220,training_grid,0.25,0.072,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3169.399,0.38,4654.937,0.12,0.9966055,1.055,1.0,0.095,0.085,0.225,1.415,1.275,1024.1771824049995,1660.476289517499,521.8663,820.7055,0.7428924,1.0
surrGrid_H0250_obsH0072_x0250,training_grid,0.25,0.072,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2409.186,0.43,4409.595,0.14,0.9829772,1.175,1.0,0.11,0.105,0.36,1.395,1.1400000000000001,1000.5370136750003,1658.819347864999,482.4457,785.3863,0.7127361,1.0
surrGrid_H0250_obsH0072_x0275,training_grid,0.25,0.072,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1596.77,0.16,4338.516,0.145,0.9923979,0.74,1.0,0.125,0.12,0.415,1.38,1.085,954.7312030709993,1646.5674690849999,554.7339,778.2715,0.8400133,1.0
surrGrid_H0250_obsH0072_x0292,training_grid,0.25,0.072,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1741.342,0.515,4353.155,0.135,0.9596212,0.765,1.0,0.135,0.13,0.44,1.37,1.06,889.1044821649998,1593.647773645,596.4049,809.9328,0.8255287,1.0
surrGrid_H0250_obsH0072_x0320,training_grid,0.25,0.072,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1661.423,0.545,4776.803,0.15,0.9980454,0.765,1.0,0.15,0.145,0.475,1.355,1.025,837.7713255652503,1601.497255005,591.4402,918.5216,0.7971702,1.0
surrGrid_H0250_obsH0072_x0350,training_grid,0.25,0.072,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1390.957,0.195,4945.46,0.165,0.9986555,0.79,1.0,0.165,0.16,0.505,1.34,0.995,831.9145752520003,1640.6002123499995,496.6179,918.0282,0.6717712,1.0
surrGrid_H0250_obsH0072_x0380,training_grid,0.25,0.072,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1587.37,0.58,5130.432,0.18,0.9711312,0.895,1.0,0.18,0.175,0.535,1.325,0.965,787.7683432927498,1628.9425669505,515.7248,1151.026,0.6014372,1.0
surrGrid_H0275_obsH0030_x0220,training_grid,0.275,0.03,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2213.238,0.27,3480.748,0.095,0.9964763,0.935,1.0,0.095,0.085,0.14,1.415,1.3599999999999999,949.404941165001,1570.9419517674987,744.096,1079.523,0.9774667,1.0
surrGrid_H0275_obsH0030_x0250,training_grid,0.275,0.03,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1356.515,0.32,3898.364,0.115,0.9996111,0.89,1.0,0.11,0.105,0.165,1.395,1.335,975.8945113099991,1639.2778748624994,681.5535,903.5505,0.9760566,1.0
surrGrid_H0275_obsH0030_x0275,training_grid,0.275,0.03,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2166.308,0.325,4140.564,0.125,0.9999982,0.805,1.0,0.125,0.12,0.195,1.38,1.305,1026.2504974550002,1811.3116439375003,794.2944,896.6344,0.9957532,1.0
surrGrid_H0275_obsH0030_x0292,training_grid,0.275,0.03,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1332.348,0.14,4346.148,0.135,0.999999,0.81,1.0,0.135,0.13,0.215,1.37,1.285,993.3567958899996,1767.7120253150003,780.5688,981.5657,0.9916254,1.0
surrGrid_H0275_obsH0030_x0320,training_grid,0.275,0.03,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4915.745,0.325,6363.489,0.325,0.9999872,1.005,1.0,0.15,0.145,0.25,1.355,1.25,1017.9897753669998,1807.2891470724992,794.7903,1163.367,0.9989181,1.0
surrGrid_H0275_obsH0030_x0350,training_grid,0.275,0.03,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3465.208,0.325,5065.828,0.165,0.9999757,0.975,1.0,0.165,0.16,0.3,1.34,1.2,986.6784060855007,1778.7107814475,742.077,1104.809,0.989918,1.0
surrGrid_H0275_obsH0030_x0380,training_grid,0.275,0.03,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2388.403,0.32,5453.685,0.18,0.9998718,1.5,1.0,0.18,0.175,0.495,1.325,1.005,972.8331057542503,1699.6166930074992,740.0388,1000.485,0.9998718,1.0
surrGrid_H0275_obsH0036_x0220,training_grid,0.275,0.036,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1292.689,0.105,3836.033,0.1,0.9975919,0.895,1.0,0.095,0.085,0.15,1.415,1.35,998.6556053349997,1631.94861364,730.6626,1020.843,0.9852128,1.0
surrGrid_H0275_obsH0036_x0250,training_grid,0.275,0.036,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2161.436,0.32,3960.295,0.12,0.9999823,1.5,1.0,0.11,0.105,0.18,1.395,1.32,1054.46992256,1829.9260462700001,773.3361,851.7064,0.9999823,1.0
surrGrid_H0275_obsH0036_x0275,training_grid,0.275,0.036,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5839.332,0.33,8252.849,0.33,0.9999927,0.815,1.0,0.125,0.12,0.215,1.38,1.285,1067.2807088475004,1875.7459975975014,863.0045,942.2887,0.9958695,1.0
surrGrid_H0275_obsH0036_x0292,training_grid,0.275,0.036,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,7823.912,0.335,10544.9,0.335,0.9999909,0.77,1.0,0.135,0.13,0.25,1.37,1.25,1058.5827600725006,1848.271052369998,823.5163,935.0135,0.9999067,1.0
surrGrid_H0275_obsH0036_x0320,training_grid,0.275,0.036,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1963.441,0.34,4782.962,0.15,0.9999962,1.415,1.0,0.15,0.145,0.32,1.355,1.18,1012.7855114194999,1772.395189665,813.9885,1146.914,0.9945038,1.0
surrGrid_H0275_obsH0036_x0350,training_grid,0.275,0.036,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3755.607,0.34,5200.314,0.165,0.9999877,1.115,1.0,0.165,0.16,0.51,1.34,0.99,1011.58960113175,1816.9509126999997,736.3837,1007.537,0.9915277,1.0
surrGrid_H0275_obsH0036_x0380,training_grid,0.275,0.036,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3123.767,0.595,5456.05,0.18,0.9999876,1.175,1.0,0.18,0.175,0.525,1.325,0.975,973.3737081755,1779.2615748240007,770.5558,1161.871,0.9781358,1.0
surrGrid_H0275_obsH0042_x0220,training_grid,0.275,0.042,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1424.374,0.105,4035.034,0.105,0.9885287,1.5,1.0,0.095,0.085,0.155,1.415,1.345,1017.0511889450001,1645.6196076974993,773.5348,998.0434,0.9885287,1.0
surrGrid_H0275_obsH0042_x0250,training_grid,0.275,0.042,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2203.011,0.33,4133.24,0.12,0.9999184,0.845,1.0,0.11,0.105,0.19,1.395,1.31,1078.4718880025005,1892.7740871275005,750.0761,863.6239,0.9896802,1.0
surrGrid_H0275_obsH0042_x0275,training_grid,0.275,0.042,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,6236.77,0.34,8319.921,0.34,0.9999159,0.8,1.0,0.125,0.12,0.25,1.38,1.25,1074.5739975024999,1871.581491149999,801.1673,886.1112,0.9882789,1.0
surrGrid_H0275_obsH0042_x0292,training_grid,0.275,0.042,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1500.927,0.35,4471.225,0.14,0.9998719,0.785,1.0,0.135,0.13,0.315,1.37,1.185,1026.5073098349997,1814.2952180675,805.8251,905.9734,0.9943748,1.0
surrGrid_H0275_obsH0042_x0320,training_grid,0.275,0.042,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1918.413,0.355,4801.081,0.155,0.999992,0.85,1.0,0.15,0.145,0.485,1.355,1.0150000000000001,1012.4600554620001,1811.5036527000007,760.8307,1064.643,0.9760096,1.0
surrGrid_H0275_obsH0042_x0350,training_grid,0.275,0.042,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1597.92,0.175,5295.353,0.165,0.9998932,0.835,1.0,0.165,0.16,0.525,1.34,0.975,991.6357390997496,1769.1924412475005,733.8972,1031.828,0.9489822,1.0
surrGrid_H0275_obsH0042_x0380,training_grid,0.275,0.042,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3744.992,0.355,5518.819,0.18,0.9994293,1.25,1.0,0.18,0.175,0.55,1.325,0.95,994.53323296125,1779.602822367752,725.1322,1040.901,0.9981663,1.0
surrGrid_H0275_obsH0048_x0220,training_grid,0.275,0.048,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1817.231,0.325,4247.926,0.105,0.9233828,1.5,1.0,0.095,0.085,0.165,1.415,1.335,1056.6756528949998,1667.9101150375,720.6393,908.8541,0.9233828,1.0
surrGrid_H0275_obsH0048_x0250,training_grid,0.275,0.048,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3324.142,0.335,4589.042,0.335,0.9999125,0.745,1.0,0.11,0.105,0.21,1.395,1.29,1110.2927999375,1930.7786850450002,717.8987,837.1665,0.9958766,1.0
surrGrid_H0275_obsH0048_x0275,training_grid,0.275,0.048,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2219.327,0.35,4409.59,0.14,0.9999355,0.76,1.0,0.125,0.12,0.305,1.38,1.195,1046.1307455074993,1833.2098999175003,770.0198,823.1264,0.9973189,1.0
surrGrid_H0275_obsH0048_x0292,training_grid,0.275,0.048,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1640.987,1.035,4490.566,0.14,0.9999334,0.785,1.0,0.135,0.13,0.45,1.37,1.05,1027.5038350549999,1841.5722977249998,807.7016,869.5526,0.9788928,1.0
surrGrid_H0275_obsH0048_x0320,training_grid,0.275,0.048,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4679.285,0.37,6070.834,0.37,0.9999467,0.955,1.0,0.15,0.145,0.48,1.355,1.02,1027.1873268859997,1861.8191765975014,811.3075,881.0199,0.9707203,1.0
surrGrid_H0275_obsH0048_x0350,training_grid,0.275,0.048,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1602.972,0.18,5191.01,0.165,0.9999397,0.88,1.0,0.165,0.16,0.52,1.34,0.98,966.066791891,1781.244085527501,775.5295,1051.056,0.9192865,1.0
surrGrid_H0275_obsH0048_x0380,training_grid,0.275,0.048,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3293.54,0.375,5565.23,0.18,0.9995423,0.96,1.0,0.18,0.175,0.55,1.325,0.95,962.6204928304999,1757.3136151817503,820.7964,1061.12,0.9894,1.0
surrGrid_H0275_obsH0060_x0220,training_grid,0.275,0.06,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3968.827,0.335,5892.089,0.335,0.9991622,0.93,1.0,0.095,0.085,0.18,1.415,1.32,1112.7042475800004,1819.8339560725012,717.2377,817.2099,0.9953638,1.0
surrGrid_H0275_obsH0060_x0250,training_grid,0.275,0.06,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5608.054,0.355,7959.139,0.355,0.9991704,0.735,1.0,0.11,0.105,0.27,1.395,1.23,1134.8447061425004,1960.3234071575005,673.1181,885.2468,0.9931542,1.0
surrGrid_H0275_obsH0060_x0275,training_grid,0.275,0.06,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4623.362,0.38,6197.942,0.38,0.9998584,0.84,1.0,0.125,0.12,0.465,1.38,1.035,1076.4889467125,1890.351473822501,644.3597,869.9563,0.9899456,1.0
surrGrid_H0275_obsH0060_x0292,training_grid,0.275,0.06,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2180.62,0.4,4576.503,0.155,0.9989362,0.8,1.0,0.135,0.13,0.485,1.37,1.0150000000000001,1013.9845381700001,1908.4866262775008,593.8116,754.8697,0.8350281,1.0
surrGrid_H0275_obsH0060_x0320,training_grid,0.275,0.06,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2019.904,0.415,4853.457,0.145,0.9998402,0.83,1.0,0.15,0.145,0.505,1.355,0.995,965.2225505664994,1817.8106611650005,565.3316,955.5647,0.855358,1.0
surrGrid_H0275_obsH0060_x0350,training_grid,0.275,0.06,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3212.809,0.425,5264.508,0.165,0.9969552,0.87,1.0,0.165,0.16,0.52,1.34,0.98,927.6834258800008,1739.5314518699995,583.5546,1041.062,0.7752514,1.0
surrGrid_H0275_obsH0060_x0380,training_grid,0.275,0.06,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2815.053,0.425,5465.184,0.18,0.9709852,1.235,1.0,0.18,0.175,0.535,1.325,0.965,891.6791373645005,1604.9710687349998,598.1904,1042.809,0.7865823,1.0
surrGrid_H0275_obsH0066_x0220,training_grid,0.275,0.066,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1825.352,0.12,4768.166,0.115,0.9986501,0.905,1.0,0.095,0.085,0.19,1.415,1.31,1140.80643105,1837.498847217499,643.4285,857.8307,0.9407222,1.0
surrGrid_H0275_obsH0066_x0250,training_grid,0.275,0.066,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1793.428,0.135,4708.256,0.135,0.9985699,1.435,1.0,0.11,0.105,0.31,1.395,1.19,1136.8298337775,1919.5339127375,660.0723,877.1565,0.9656306,1.0
surrGrid_H0275_obsH0066_x0275,training_grid,0.275,0.066,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2859.871,0.4,4656.95,0.715,0.9983723,0.795,1.0,0.125,0.12,0.485,1.38,1.0150000000000001,1073.4171805249998,1990.1757955650003,563.5921,839.3038,0.8232425,1.0
surrGrid_H0275_obsH0066_x0292,training_grid,0.275,0.066,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1675.505,0.165,4617.074,0.16,0.9939924,0.745,1.0,0.135,0.13,0.505,1.37,0.995,1008.9824883474997,1937.4551311674995,629.0242,934.295,0.9569207,1.0
surrGrid_H0275_obsH0066_x0320,training_grid,0.275,0.066,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3838.778,0.44,5199.085,0.44,0.9941113,1.5,1.0,0.15,0.145,0.53,1.355,0.97,943.2144644365004,1856.0570950725,716.96,960.6301,0.9941113,1.0
surrGrid_H0275_obsH0066_x0350,training_grid,0.275,0.066,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2474.111,0.455,5280.077,0.165,0.9994351,0.785,1.0,0.165,0.16,0.54,1.34,0.96,890.2819447562498,1747.9892006449998,528.6584,1080.528,0.6496576,1.0
surrGrid_H0275_obsH0066_x0380,training_grid,0.275,0.066,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1943.628,0.625,5485.698,0.18,0.9981228,0.92,1.0,0.18,0.175,0.55,1.325,0.95,865.0373706184998,1696.6657157125007,622.1532,1172.678,0.7339541,1.0
surrGrid_H0275_obsH0072_x0220,training_grid,0.275,0.072,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4325.745,0.35,6454.428,0.35,0.9992394,0.88,1.0,0.095,0.085,0.2,1.415,1.3,1174.1128932899996,1949.3595376600001,610.2414,890.3139,0.840459,1.0
surrGrid_H0275_obsH0072_x0250,training_grid,0.275,0.072,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1847.832,0.14,4723.636,0.135,0.9966104,1.41,1.0,0.11,0.105,0.34,1.395,1.16,1136.0126038175001,1998.5464579199988,624.0307,872.3694,0.9072743,1.0
surrGrid_H0275_obsH0072_x0275,training_grid,0.275,0.072,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1770.675,0.155,4671.656,0.155,0.9936278,0.76,1.0,0.125,0.12,0.5,1.38,1.0,1029.2377675824998,1903.2695726425,602.6677,820.7416,0.8857064,1.0
surrGrid_H0275_obsH0072_x0292,training_grid,0.275,0.072,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2006.606,0.6,4625.19,0.16,0.9905459,0.75,1.0,0.135,0.13,0.53,1.37,0.97,984.9883594475,1842.2958050975,676.3131,874.597,0.9602856,1.0
surrGrid_H0275_obsH0072_x0320,training_grid,0.275,0.072,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2011.733,0.615,4866.632,0.145,0.9971482,0.8,1.0,0.15,0.145,0.55,1.355,0.95,951.7692472104994,1896.44923899,720.8502,929.4369,0.9580659,1.0
surrGrid_H0275_obsH0072_x0350,training_grid,0.275,0.072,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3003.652,0.64,5361.828,0.64,0.8880281,0.775,1.0,0.165,0.16,0.58,1.34,0.92,869.0529372655,1793.5369412349996,591.0695,988.8361,0.7489113,1.0
surrGrid_H0275_obsH0072_x0380,training_grid,0.275,0.072,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4617.247,0.66,8472.213,0.66,0.9502259,0.91,1.0,0.18,0.175,0.585,1.325,0.915,826.5227273257506,1793.6328174650014,402.0718,943.0569,0.5942608,1.0
surrGrid_H0292_obsH0030_x0220,training_grid,0.292,0.03,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1132.992,0.105,3508.342,0.095,0.9959153,1.49,1.0,0.095,0.085,0.14,1.415,1.3599999999999999,981.8492425375001,1612.8094409174998,778.3598,1124.17,0.995893,1.0
surrGrid_H0292_obsH0030_x0250,training_grid,0.292,0.03,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1627.238,0.31,4848.812,0.395,0.9998697,0.805,1.0,0.11,0.105,0.165,1.395,1.335,1053.2346061050002,1779.6244028625008,752.6382,971.5447,0.9961507,1.0
surrGrid_H0292_obsH0030_x0275,training_grid,0.292,0.03,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1782.321,0.315,4156.036,0.13,0.9999967,0.57,1.0,0.125,0.12,0.19,1.38,1.31,1095.9020404724993,1944.176312645,908.7351,1012.709,0.999939,1.0
surrGrid_H0292_obsH0030_x0292,training_grid,0.292,0.03,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,8293.306,0.32,11999.66,0.32,0.9999757,0.805,1.0,0.135,0.13,0.21,1.37,1.29,1097.3667940400005,1976.944980605,845.4785,1000.042,0.999421,1.0
surrGrid_H0292_obsH0030_x0320,training_grid,0.292,0.03,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4188.215,0.32,5170.001,0.32,0.9999809,0.855,1.0,0.15,0.145,0.24,1.355,1.26,1076.4267244115,1947.8128289549993,747.744,1091.816,0.9924233,1.0
surrGrid_H0292_obsH0030_x0350,training_grid,0.292,0.03,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2045.891,0.32,5237.46,0.165,0.9999823,1.0,1.0,0.165,0.16,0.28,1.34,1.22,1047.203301178,1879.7590826399992,758.4323,1126.741,0.9993784,1.0
surrGrid_H0292_obsH0030_x0380,training_grid,0.292,0.03,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4067.601,0.315,5521.343,0.18,0.9999081,1.19,1.0,0.18,0.175,0.475,1.325,1.025,1054.0991062127505,1802.8705761120004,737.9917,934.6577,0.9965441,1.0
surrGrid_H0292_obsH0036_x0220,training_grid,0.292,0.036,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2651.606,0.285,3857.032,0.1,0.9995583,1.5,1.0,0.095,0.085,0.15,1.415,1.35,1069.0628032975,1770.9076769300007,719.6472,1081.54,0.9995583,1.0
surrGrid_H0292_obsH0036_x0250,training_grid,0.292,0.036,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1350.082,0.125,4031.655,0.12,0.9999842,1.5,1.0,0.11,0.105,0.175,1.395,1.325,1098.9006337375,1913.5429014150022,791.3232,1030.35,0.9999842,1.0
surrGrid_H0292_obsH0036_x0275,training_grid,0.292,0.036,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4848.991,0.325,6519.016,0.325,0.9999918,0.815,1.0,0.125,0.12,0.21,1.38,1.29,1116.8141830874997,1950.5119532375006,809.0366,889.5278,0.9998885,1.0
surrGrid_H0292_obsH0036_x0292,training_grid,0.292,0.036,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,6876.926,0.33,9118.087,0.33,0.9999943,0.97,1.0,0.135,0.13,0.24,1.37,1.26,1103.02601497,1921.6112371199997,959.259,1017.734,0.9904819,1.0
surrGrid_H0292_obsH0036_x0320,training_grid,0.292,0.036,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1659.542,0.74,4784.605,0.145,0.9998545,0.825,1.0,0.15,0.145,0.305,1.355,1.195,1065.4935031860002,1885.7908761499998,800.9067,1147.511,0.9993923,1.0
surrGrid_H0292_obsH0036_x0350,training_grid,0.292,0.036,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2004.747,0.335,5194.948,0.165,0.9999975,1.38,1.0,0.165,0.16,0.51,1.34,0.99,1032.9958323489998,1885.9599150274996,837.7271,1175.025,0.9966276,1.0
