case_name,dataset_split,water_height_m,obstacle_height_m,obstacle_front_x_m,obstacle_width_m,end_time_s,field_write_interval_s,metric_write_interval_s,run_status,final_time_s,mesh_ok,n_pressure_samples_status,n_area_average_samples,n_maximum_samples,peak_area_average_p_rgh_Pa,time_peak_area_average_p_rgh_s,peak_maximum_p_rgh_Pa,time_peak_maximum_p_rgh_s,peak_area_average_alpha_water,time_peak_area_average_alpha_water_s,peak_maximum_alpha_water,time_peak_maximum_alpha_water_s,first_local_wetting_time_s,first_distributed_wetting_time_s,local_wetting_duration_s,distributed_wetting_duration_s,area_average_pressure_impulse_Pa_s,maximum_pressure_impulse_Pa_s,final_area_average_p_rgh_Pa,final_maximum_p_rgh_Pa,final_area_average_alpha_water,final_maximum_alpha_water,area_average_p_rgh_percentile_90_Pa,area_average_p_rgh_percentile_95_Pa,area_average_p_rgh_percentile_99_Pa,area_average_p_rgh_top_0p01_mean_Pa,area_average_p_rgh_top_0p02_mean_Pa,area_average_p_rgh_top_0p05_mean_Pa,area_average_p_rgh_top_0p1_mean_Pa,area_average_p_rgh_rolling_0p025s_peak_mean_Pa,area_average_p_rgh_rolling_0p025s_peak_time_s,area_average_p_rgh_rolling_0p05s_peak_mean_Pa,area_average_p_rgh_rolling_0p05s_peak_time_s,area_average_p_rgh_rolling_0p1s_peak_mean_Pa,area_average_p_rgh_rolling_0p1s_peak_time_s,area_average_alpha_percentile_95,maximum_p_rgh_percentile_90_Pa,maximum_p_rgh_percentile_95_Pa,maximum_p_rgh_percentile_99_Pa,maximum_p_rgh_top_0p01_mean_Pa,maximum_p_rgh_top_0p02_mean_Pa,maximum_p_rgh_top_0p05_mean_Pa,maximum_p_rgh_top_0p1_mean_Pa,maximum_p_rgh_rolling_0p025s_peak_mean_Pa,maximum_p_rgh_rolling_0p025s_peak_time_s,maximum_p_rgh_rolling_0p05s_peak_mean_Pa,maximum_p_rgh_rolling_0p05s_peak_time_s,maximum_p_rgh_rolling_0p1s_peak_mean_Pa,maximum_p_rgh_rolling_0p1s_peak_time_s,maximum_alpha_percentile_95
surrGrid_H0365_obsH0048_x0220,training_grid,0.365,0.048,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3202.472,0.305,4304.346,0.105,0.997138,1.5,1.0,0.095,0.085,0.16,1.415,1.34,1348.9719536674995,2103.67873541,913.9815,1028.775,0.997138,1.0,1089.7986,1246.7918,1554.4851999999998,2120.8873333333336,1818.8945000000003,1500.1368,1347.886133333333,1454.2789999999998,0.12,1361.7103636363636,0.13,1300.392333333333,0.155,0.9951280349999999,2598.8952000000013,3352.1548000000003,3955.893199999999,4225.251333333333,4029.8184999999994,3673.8946,3401.7317333333335,3995.9138333333335,0.11,3747.232272727272,0.115,3551.0169999999994,0.14,1.0
surrGrid_H0365_obsH0048_x0250,training_grid,0.365,0.048,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3772.44,0.31,4695.771,0.445,0.9999378,0.845,1.0,0.11,0.105,0.19,1.395,1.31,1437.567410564999,2574.357032392504,1003.779,1109.336,0.9921454,1.0,1287.1903000000002,1392.1183000000003,1629.24038,2359.1756666666665,1989.834,1668.0374000000002,1506.2036,1568.8310000000001,0.14,1490.8781818181822,0.145,1382.0465714285715,0.17,0.999854225,3414.6501000000003,3902.763700000001,4528.647529999999,4643.614666666667,4558.707,4336.351266666667,4006.3422333333324,4377.443666666665,0.46,4157.665545454546,0.135,3867.8523333333337,0.16,1.0
surrGrid_H0365_obsH0048_x0275,training_grid,0.365,0.048,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2226.602,0.715,4722.706,0.14,0.999896,0.62,1.0,0.125,0.12,0.235,1.38,1.2650000000000001,1360.0575563475,2567.4282778849993,1069.047,1163.047,0.9899084,1.0,1364.7992000000004,1540.5889000000002,1801.3699799999986,2044.1170000000002,1888.6553333333334,1729.0442666666665,1591.4410333333333,1886.3593333333336,0.725,1706.0540000000008,0.735,1477.2361904761904,0.755,0.999567095,3134.888200000002,3989.195700000001,4641.33581,4680.577,4629.465833333333,4403.966666666665,3999.319666666666,4585.049166666667,0.145,4448.644181818181,0.15,4111.773047619046,0.17,1.0
surrGrid_H0365_obsH0048_x0292,training_grid,0.365,0.048,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2102.866,0.325,4836.857,0.15,0.9998331,0.77,1.0,0.135,0.13,0.295,1.37,1.205,1352.6192056475002,2467.5642333699993,923.6299,1152.536,0.9733109,1.0,1308.0206,1528.7038500000003,1682.76653,1832.7389999999998,1753.2741666666668,1655.5896666666667,1531.5112000000001,1660.8743333333334,0.165,1612.5947272727274,0.17,1458.32280952381,0.19,0.999644635,2905.8996000000006,3905.195750000001,4731.74834,4794.707333333333,4751.250666666667,4484.3299333333325,3897.4864000000002,4751.250666666667,0.15,4607.5699090909075,0.16,4235.45,0.18,1.0
surrGrid_H0365_obsH0048_x0320,training_grid,0.365,0.048,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1805.422,0.825,5284.181,0.145,0.9992362,1.025,1.0,0.15,0.14,0.485,1.3599999999999999,1.0150000000000001,1318.0838669100003,2436.6847918850003,1005.137,1299.756,0.9839742,1.0,1248.7402,1437.6772500000002,1733.5819999999999,1777.7673333333332,1753.6843333333334,1648.7079333333338,1483.721866666667,1717.0919999999999,0.175,1652.8675454545455,0.185,1484.7564761904769,0.2,0.99865773,2687.6688000000004,3929.4556500000017,5057.51369,5189.117666666666,5078.328666666666,4707.843,3932.591333333334,5078.328666666667,0.16,4883.15190909091,0.17,4379.753000000001,0.195,1.0
surrGrid_H0365_obsH0048_x0350,training_grid,0.365,0.048,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3070.245,0.755,5767.995,0.165,0.9999587,1.37,1.0,0.165,0.16,0.495,1.34,1.005,1269.936734865,2347.4886012774996,981.1136,1550.925,0.996548,1.0,1170.9113000000004,1508.8706500000005,1827.6388099999997,2475.824,2134.959166666667,1839.349,1576.4372666666668,1759.3328333333338,0.19,1687.1754545454546,0.195,1507.4644761904765,0.215,0.999951325,2578.6841,4120.261,5354.491109999998,5608.418000000001,5384.5845,4908.448666666667,4108.681300000001,5384.5845,0.175,5086.567636363637,0.185,4479.286047619047,0.21,1.0
surrGrid_H0365_obsH0048_x0380,training_grid,0.365,0.048,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2530.651,0.795,6080.786,0.175,0.9997049,1.235,1.0,0.18,0.175,0.495,1.325,1.005,1245.854246845,2233.601136377499,901.7109,1439.726,0.9846716,1.0,1301.1572999999999,1627.5838,1928.2749599999988,2266.5886666666665,2080.735333333333,1869.3779333333332,1674.2628666666667,2037.5931666666675,0.785,1778.3647272727276,0.795,1504.4757619047623,0.23,0.999504165,2847.5690000000004,3971.7249500000016,5568.924629999999,5903.454999999999,5598.330999999999,4999.228866666665,4171.667166666665,5598.331000000001,0.19,5208.562181818182,0.2,4508.717333333333,0.225,1.0
surrGrid_H0365_obsH0060_x0220,training_grid,0.365,0.06,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1979.024,0.31,7517.389,0.405,0.999314,0.84,1.0,0.095,0.085,0.17,1.415,1.33,1446.3257984375005,2445.382853400001,962.5129,1067.709,0.9726323,1.0,1250.0669000000003,1393.6169,1726.9993499999996,1859.8413333333335,1773.7641666666668,1583.709866666667,1455.9884666666667,1667.9773333333333,0.125,1551.0031818181817,0.135,1441.6641904761902,0.155,0.9991300799999999,2896.677900000002,3572.88115,4762.552409999997,6444.171333333335,5540.755333333334,4546.404599999999,3936.5618333333327,4722.795666666666,0.415,4075.5512727272708,0.12,3770.9615714285706,0.14,1.0
surrGrid_H0365_obsH0060_x0250,training_grid,0.365,0.06,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,11094.1,0.315,15821.73,0.315,0.9998997,0.68,1.0,0.11,0.105,0.21,1.395,1.29,1493.1852991050002,2609.9486259425025,933.8173,994.3206,0.9963026,1.0,1326.7938,1421.9008000000003,1813.1420599999997,4936.747666666666,3352.384333333333,2264.450533333333,1818.3788999999995,2639.1116500000003,0.31,1839.4568545454558,0.295,1517.7944285714286,0.17,0.9995256800000001,3256.224800000001,3826.0186000000012,4744.748619999999,8509.473,6587.719666666667,5117.3942,4290.593266666667,4685.695500000001,0.135,4464.062181818182,0.14,4085.1118571428565,0.155,1.0
surrGrid_H0365_obsH0060_x0275,training_grid,0.365,0.06,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2308.66,0.76,5022.074,0.145,0.9999373,0.87,1.0,0.125,0.12,0.455,1.38,1.045,1393.5222833574996,2449.8287689275007,1040.201,1103.448,0.981584,1.0,1335.1767000000004,1606.3637500000002,1884.0016099999998,2049.6743333333334,1959.4318333333333,1812.5601333333334,1636.1066999999998,1837.0650000000003,0.16,1751.1894545454545,0.165,1562.8215714285714,0.185,0.9999107100000001,2928.6647000000007,4026.433650000001,4856.23003,4990.347333333333,4899.9039999999995,4610.042933333333,4077.9907999999996,4899.9039999999995,0.155,4726.102272727272,0.15,4317.477095238095,0.17,1.0
surrGrid_H0365_obsH0060_x0292,training_grid,0.365,0.06,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2582.422,0.575,5919.258,0.765,0.9986488,0.885,1.0,0.135,0.13,0.495,1.37,1.005,1362.2268058824998,2383.6837275374987,896.7086,1122.507,0.9821252,1.0,1364.2387000000006,1627.0155,1894.607249999998,2386.783,2134.014333333333,1899.9572666666668,1694.1029999999998,1857.807999999999,0.775,1775.5943636363634,0.175,1575.1240952380952,0.195,0.99734162,3010.1873000000005,4331.486100000001,5058.207409999999,5371.938999999999,5193.21,4919.2681999999995,4338.486666666668,5009.924666666667,0.165,4865.946999999999,0.16,4428.833380952382,0.18,1.0
surrGrid_H0365_obsH0060_x0320,training_grid,0.365,0.06,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,8173.358,0.345,10267.16,0.345,0.999962,1.41,1.0,0.15,0.14,0.52,1.3599999999999999,0.98,1352.3287540974998,2389.310224767501,956.4978,1138.205,0.9990014,1.0,1267.9219000000003,1605.4731000000006,1886.05239,4012.096333333333,2945.2279999999996,2227.2432666666664,1827.9479666666666,2068.078116666667,0.34,1792.0259999999996,0.19,1587.3655238095234,0.205,0.9999409349999999,3300.0629000000017,4325.328100000001,5194.204229999999,6934.765666666667,6053.661666666667,5332.8572,4515.51,5190.686166666667,0.16,5107.924818181818,0.17,4559.319619047619,0.195,1.0
surrGrid_H0365_obsH0060_x0350,training_grid,0.365,0.06,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2269.216,0.355,5718.809,0.165,0.9999544,1.425,1.0,0.165,0.16,0.545,1.34,0.955,1272.7660570750006,2295.5736496450004,1016.026,1286.041,0.9996907,1.0,1286.4919000000011,1659.0925000000002,1917.1928899999994,2089.336333333333,1994.1455000000003,1876.1979999999999,1673.5680666666667,1878.0743333333337,0.195,1804.5790000000002,0.2,1585.8775238095234,0.22,0.99991,3333.047200000001,4377.069250000001,5405.933649999999,5595.207333333335,5490.243666666666,5112.131133333333,4512.488766666666,5490.243666666666,0.175,5290.493545454546,0.185,4637.24185714286,0.21,1.0
surrGrid_H0365_obsH0060_x0380,training_grid,0.365,0.06,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5165.389,0.355,6803.482,0.785,0.9935865,1.25,1.0,0.18,0.17,0.56,1.33,0.94,1218.0719775099997,2277.539530662499,844.7587,1240.131,0.9470762,1.0,1217.1589000000004,1659.51325,1965.625919999996,3551.949,2744.7856666666667,2170.316866666667,1810.939866666667,1930.274833333333,0.8,1813.9661818181814,0.215,1580.5376190476188,0.235,0.986414785,3112.117500000003,4285.275650000002,5853.069209999998,6373.266,6075.930333333334,5442.287266666667,4591.963000000001,5746.966833333333,0.19,5416.641,0.2,4661.945714285714,0.225,1.0
surrGrid_H0365_obsH0066_x0220,training_grid,0.365,0.066,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,7544.733,0.31,11270.4,0.31,0.9993105,0.81,1.0,0.095,0.085,0.175,1.415,1.325,1475.385242917501,2499.112218905001,911.0472,1017.494,0.9978626,1.0,1176.1551,1410.4235000000003,1830.409509999999,3805.1569999999997,2755.1749999999997,1995.0046,1635.2619000000004,2076.7229666666663,0.305,1639.326909090909,0.135,1501.5550952380952,0.16,0.999268365,3228.745400000001,3837.9945500000013,5047.286319999993,7792.261666666665,6357.692999999999,5129.1362,4344.6075666666675,5023.846833333334,0.435,4250.316909090909,0.125,3884.042476190476,0.14,1.0
surrGrid_H0365_obsH0066_x0250,training_grid,0.365,0.066,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4160.025,0.32,5216.345,0.32,0.9999363,1.33,1.0,0.11,0.105,0.225,1.395,1.275,1457.1882686349998,2564.819082925,980.2305,1077.446,0.9902695,1.0,1314.4711000000002,1551.5957,1930.0344199999995,2715.3596666666667,2281.1903333333335,1898.7955333333332,1660.5518999999993,1880.5043333333333,0.145,1768.744545454545,0.155,1575.7664285714284,0.175,0.99979248,3015.224,3897.053050000001,4921.987129999999,5130.990333333334,4967.8775,4544.525733333332,3952.8559333333324,4867.595,0.14,4623.200272727274,0.14,4193.02619047619,0.155,1.0
surrGrid_H0365_obsH0066_x0275,training_grid,0.365,0.066,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1984.363,0.16,5173.758,0.15,0.9997469,0.72,1.0,0.125,0.12,0.47,1.38,1.03,1394.3075540124998,2414.23493111,913.3371,1174.381,0.9821099,1.0,1397.9997000000005,1678.1322500000006,1941.59917,1973.024666666667,1951.4911666666667,1864.0521333333334,1711.9571666666668,1918.4315000000006,0.165,1823.9922727272724,0.17,1609.1338095238093,0.185,0.99880447,3056.4636000000028,4242.996900000001,5054.727869999999,5115.308666666667,5028.445333333332,4718.251,4209.472199999999,5028.445333333332,0.155,4836.379636363637,0.15,4407.056761904761,0.17,1.0
surrGrid_H0365_obsH0066_x0292,training_grid,0.365,0.066,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5271.354,0.345,6634.35,0.345,0.9958375,0.835,1.0,0.135,0.13,0.495,1.37,1.005,1371.6682863649999,2355.0248708900003,893.3351,1090.179,0.9839101,1.0,1358.585,1636.0147500000007,1973.2328699999998,3109.9600000000005,2532.9538333333335,2101.0906000000004,1794.8896333333334,1930.4141666666667,0.175,1836.4448181818186,0.18,1619.110761904762,0.195,0.9894694,3289.604600000001,4462.837900000001,5158.0289299999995,5878.949,5509.279666666666,5096.254266666666,4498.940466666665,5114.9165,0.165,4967.915727272729,0.16,4512.169666666667,0.18,1.0
surrGrid_H0365_obsH0066_x0320,training_grid,0.365,0.066,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,7000.063,0.355,9208.7,0.355,0.9999597,1.375,1.0,0.15,0.14,0.52,1.3599999999999999,0.98,1337.974120084999,2409.7921338199994,897.4087,1015.594,0.9761369,1.0,1320.4406000000001,1670.5865000000001,1967.4854299999993,3710.5326666666665,2832.0604999999996,2222.3581999999997,1843.953533333333,1934.0756666666668,0.185,1853.310818181818,0.19,1622.6784285714286,0.205,0.99994664,3466.296700000002,4801.81355,5330.03992,6720.853666666667,6006.098999999999,5461.634133333334,4797.605366666667,5241.192166666667,0.175,5197.967727272729,0.17,4637.943142857142,0.195,1.0
surrGrid_H0365_obsH0066_x0350,training_grid,0.365,0.066,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5724.001,0.365,7398.79,0.8,0.9962239,1.33,1.0,0.165,0.16,0.545,1.34,0.955,1260.9224316925,2351.8282186649994,960.7306,1185.883,0.994156,1.0,1278.3314000000007,1769.1843000000001,1952.9787699999981,3480.066666666666,2713.018333333333,2213.1558666666665,1872.6803333333328,1976.3908333333331,0.795,1843.9915454545453,0.205,1612.988380952381,0.22,0.99513266,3505.567000000001,4812.565300000003,5712.52617,6773.609,6184.347999999999,5618.717533333333,4894.502733333333,5506.944333333333,0.175,5358.152363636364,0.185,4701.042523809523,0.21,1.0
surrGrid_H0365_obsH0066_x0380,training_grid,0.365,0.066,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2709.966,0.645,6097.516,0.175,0.9927113,1.17,1.0,0.18,0.17,0.565,1.33,0.935,1202.560110952501,2247.5173667375,852.8178,1184.989,0.9141482,1.0,1347.7177,1779.7428000000002,1970.9028399999997,2247.101333333333,2091.8603333333335,1957.3800000000003,1753.364,1922.2316666666668,0.21,1839.466181818182,0.215,1608.3159523809525,0.235,0.98882907,2978.557600000001,4350.804400000001,5719.423769999999,5931.393,5780.017,5246.570266666667,4435.696400000001,5780.017,0.19,5491.577,0.2,4730.150666666666,0.225,1.0
surrGrid_H0365_obsH0072_x0220,training_grid,0.365,0.072,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2049.442,0.12,5159.916,0.12,0.9992788,0.625,1.0,0.095,0.085,0.18,1.415,1.32,1458.3390509325009,2576.322125144998,894.9659,1030.463,0.9902756,1.0,1227.3523000000005,1455.6056500000002,1854.1401699999997,1980.2513333333334,1873.9255,1681.2687333333333,1523.0332,1859.8159999999998,0.13,1718.9231818181818,0.135,1558.4244285714283,0.16,0.9971397249999999,3389.419400000001,3889.0100500000012,4921.099689999998,5097.705333333333,4990.23,4573.644933333333,4104.545033333333,4794.9011666666665,0.12,4416.154363636364,0.125,3990.600476190476,0.14,1.0
surrGrid_H0365_obsH0072_x0250,training_grid,0.365,0.072,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2255.247,0.325,5265.948,0.135,0.9992379,0.875,1.0,0.11,0.105,0.24,1.395,1.26,1445.8833064175005,2517.307546805,955.2787,1065.605,0.9941654,1.0,1263.3706000000006,1487.8330500000004,2004.0380499999997,2129.191333333333,2051.119,1826.1300666666664,1611.0650666666668,1976.3681666666669,0.15,1850.6478181818188,0.155,1628.3233809523815,0.175,0.99909067,2886.774500000001,3878.0361500000013,4957.696779999998,5186.893333333333,5015.553333333333,4573.364866666668,3913.968566666668,5015.553333333333,0.14,4751.887636363636,0.14,4285.411476190476,0.155,1.0
surrGrid_H0365_obsH0072_x0275,training_grid,0.365,0.072,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5308.461,0.34,6992.669,0.34,0.9976713,0.83,1.0,0.125,0.12,0.475,1.38,1.025,1390.4224218175,2421.3235452474996,839.2764,1158.106,0.9746111,1.0,1315.1707000000006,1674.2955000000004,2052.8619,3141.4193333333337,2570.2431666666666,2083.9608,1783.6943999999996,2008.546333333333,0.165,1894.1149090909094,0.17,1651.663761904762,0.19,0.9940926750000001,3187.2742000000007,4342.999650000001,5239.95833,5851.239999999999,5503.761833333333,5011.090666666668,4397.599100000001,5169.180666666666,0.16,4953.840636363637,0.155,4491.561571428571,0.17,1.0
surrGrid_H0365_obsH0072_x0292,training_grid,0.365,0.072,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2381.214,0.355,5329.718,0.165,0.998255,0.83,1.0,0.135,0.13,0.5,1.37,1.0,1335.8886248624997,2380.2254211624986,839.5932,1127.823,0.9859221,1.0,1365.2185000000013,1594.0954000000002,2015.74456,2146.433666666667,2070.4683333333337,1885.3279333333335,1690.3323333333333,1995.0735000000004,0.175,1896.598636363636,0.18,1654.193523809524,0.195,0.990022115,3494.7921,4414.728650000002,5225.18433,5290.565333333333,5225.075333333333,4940.930333333333,4461.224533333332,5225.075333333333,0.17,5054.218454545455,0.165,4585.456523809525,0.18,1.0
surrGrid_H0365_obsH0072_x0320,training_grid,0.365,0.072,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2021.794,0.18,5432.418,0.175,0.9997596,1.135,1.0,0.15,0.14,0.515,1.3599999999999999,0.985,1256.5250887674995,2396.753118814999,927.8953,1153.635,0.9935063,1.0,1161.8071000000004,1588.2813500000002,1987.4516699999997,2011.393,1989.157,1825.0255333333332,1609.7056999999995,1989.1570000000004,0.19,1897.779181818181,0.195,1650.2827142857138,0.21,0.9981834350000001,3462.6378000000013,4211.022900000002,5329.13523,5397.308666666667,5340.390166666667,5104.0518,4435.890166666667,5319.492499999999,0.18,5257.776454545455,0.17,4703.555904761905,0.195,1.0
surrGrid_H0365_obsH0072_x0350,training_grid,0.365,0.072,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2273.069,0.38,5727.607,0.165,0.9979872,1.25,1.0,0.165,0.16,0.54,1.34,0.96,1201.462784605,2279.6293756599994,930.8665,1138.653,0.9084459,1.0,1143.7528000000002,1564.3328500000007,1983.6288699999998,2123.6176666666665,2048.860166666667,1888.450266666667,1609.1354,1959.317,0.205,1873.5024545454546,0.205,1636.1028095238096,0.22,0.9885320449999999,2823.9062000000013,4154.218350000003,5489.3019699999995,5616.673666666667,5537.658833333334,5211.098733333333,4268.845699999999,5523.752666666666,0.175,5422.591181818181,0.185,4766.488714285714,0.21,1.0
surrGrid_H0365_obsH0072_x0380,training_grid,0.365,0.072,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2670.057,0.815,7619.928,0.815,0.9733107,1.0,1.0,0.18,0.17,0.565,1.33,0.935,1204.1949244125,2216.2411813174995,912.877,1209.729,0.83801,1.0,1328.505600000001,1770.4894500000003,2300.59922,2492.2276666666667,2327.7761666666665,2073.0541333333335,1815.7630666666666,2327.776166666668,0.815,1991.0639090909092,0.815,1622.187476190476,0.235,0.96866848,2996.5024000000035,4976.110600000001,6242.199809999998,7073.114666666667,6577.320666666667,5897.961466666666,4933.7231,6225.114166666666,0.815,5544.600636363637,0.2,4779.994380952381,0.225,1.0
surrVal_001_H0299_obsH0070_x0370,validation_lhs,0.298624,0.070319,0.370322,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1743.251,0.44,5820.143,0.17,0.926701,1.275,1.0,0.175,0.17,0.54,1.33,0.96,955.1200405852488,1788.1221362450003,694.7617,1179.594,0.7951704,1.0,1098.6860000000001,1290.0128000000004,1674.0208,1707.763,1667.3674999999996,1529.7442666666664,1350.9380666666664,1638.5484999999996,0.205,1534.6492727272728,0.21,1315.0692285714288,0.23,0.90930993,2249.5874000000003,3204.0623500000015,5133.676169999998,5603.143333333333,5322.5885,4551.939266666666,3613.4698999999996,5322.5885,0.185,4915.368272727273,0.195,4040.5931428571425,0.22,1.0
surrVal_002_H0325_obsH0052_x0283,validation_lhs,0.32471,0.052444,0.282528,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3206.054,0.335,4773.66,0.145,0.9999538,0.88,1.0,0.13,0.12,0.445,1.38,1.055,1238.7675144975,2188.1824247174995,911.0667,1112.294,0.9935794,1.0,1197.9825,1446.18675,1692.3501999999999,2222.644333333333,1953.8363333333334,1706.418266666667,1509.5807000000002,1662.3071666666667,0.16,1577.7388181818183,0.165,1379.5871666666665,0.185,0.9998602050000001,2662.3880000000013,3778.0056,4650.3685,4712.262,4643.873333333334,4346.152400000001,3768.519666666667,4643.873333333334,0.15,4498.3973636363635,0.15,3969.0392380952385,0.175,1.0
surrVal_003_H0332_obsH0059_x0322,validation_lhs,0.332272,0.059422,0.321748,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2509.548,0.365,5130.044,0.15,0.9984887,1.5,1.0,0.15,0.145,0.51,1.355,0.99,1180.0845603125001,2177.4249636950026,899.0305,997.4626,0.9984887,1.0,1266.2682000000002,1459.6866000000005,1779.0364399999999,2034.548,1901.6415,1709.5983333333336,1537.991966666667,1769.806166666667,0.185,1684.0447272727272,0.19,1456.5763333333334,0.205,0.9977485850000001,3217.8990000000017,4215.996500000002,5043.92157,5081.3949999999995,5055.206666666666,4835.2536,4298.895200000001,5044.386,0.165,4871.149727272727,0.175,4247.876904761905,0.195,1.0
